iplantitem1,relation,iplantitem2
灰楸,经济用途,中国绿化观赏植物
黄金树,经济用途,中国绿化观赏植物
北非雪松,经济用途,中国绿化观赏植物
雪松,经济用途,中国绿化观赏植物
青葙属,经济用途,中国绿化观赏植物
青葙,经济用途,中国绿化观赏植物
鸡冠花,经济用途,中国绿化观赏植物
大萼葵,经济用途,中国绿化观赏植物
蜂出巢,经济用途,中国绿化观赏植物
抗风桐,经济用途,中国绿化观赏植物
风箱树,经济用途,中国绿化观赏植物
肥牛树,经济用途,中国绿化观赏植物
糯竹,经济用途,中国绿化观赏植物
三尖杉科,经济用途,中国绿化观赏植物
西双版纳粗榧,经济用途,中国绿化观赏植物
篦子三尖杉,经济用途,中国绿化观赏植物
粗榧,经济用途,中国绿化观赏植物
欧洲甜樱桃,经济用途,中国绿化观赏植物
钟花樱桃,经济用途,中国绿化观赏植物
草原樱桃,经济用途,中国绿化观赏植物
麦李,经济用途,中国绿化观赏植物
白花重瓣麦李,经济用途,中国绿化观赏植物
粉花重瓣麦李,经济用途,中国绿化观赏植物
毛樱桃,经济用途,中国绿化观赏植物
蓝雪花属,经济用途,中国绿化观赏植物
海杧果,经济用途,中国绿化观赏植物
连香树,经济用途,中国绿化观赏植物
垂丝紫荆,经济用途,中国绿化观赏植物
木瓜属,经济用途,中国绿化观赏植物
毛叶木瓜,经济用途,中国绿化观赏植物
木瓜,经济用途,中国绿化观赏植物
皱皮木瓜,经济用途,中国绿化观赏植物
红桧,经济用途,中国绿化观赏植物
台湾扁柏,经济用途,中国绿化观赏植物
日本花柏,经济用途,中国绿化观赏植物
藜科,经济用途,中国绿化观赏植物
山蜡梅,经济用途,中国绿化观赏植物
蜡梅,经济用途,中国绿化观赏植物
菊苣,经济用途,中国绿化观赏植物
来檬,经济用途,中国绿化观赏植物
酸橙,经济用途,中国绿化观赏植物
香橼,经济用途,中国绿化观赏植物
佛手,经济用途,中国绿化观赏植物
云南香橼,经济用途,中国绿化观赏植物
葡萄柚,经济用途,中国绿化观赏植物
香槐属,经济用途,中国绿化观赏植物
鸡足香槐,经济用途,中国绿化观赏植物
小花香槐,经济用途,中国绿化观赏植物
香槐,经济用途,中国绿化观赏植物
蝴蝶果,经济用途,中国绿化观赏植物
宽叶隐子草,经济用途,中国绿化观赏植物
北京隐子草,经济用途,中国绿化观赏植物
铁线莲属,经济用途,中国绿化观赏植物
寒竹属,经济用途,中国绿化观赏植物
毛环方竹,经济用途,中国绿化观赏植物
寒竹,经济用途,中国绿化观赏植物
方竹,经济用途,中国绿化观赏植物
龙拐竹,经济用途,中国绿化观赏植物
唇柱苣苔属,经济用途,中国绿化观赏植物
金粟兰属,经济用途,中国绿化观赏植物
金粟兰,经济用途,中国绿化观赏植物
南酸枣,经济用途,中国绿化观赏植物
钻天柳,经济用途,中国绿化观赏植物
散尾葵,经济用途,中国绿化观赏植物
竹节草,经济用途,中国绿化观赏植物
琼棕,经济用途,中国绿化观赏植物
矮琼棕,经济用途,中国绿化观赏植物
金毛狗,经济用途,中国绿化观赏植物
毛叶铁线莲,经济用途,中国绿化观赏植物
绣球藤,经济用途,中国绿化观赏植物
白花菜,经济用途,中国绿化观赏植物
西垂茉莉,经济用途,中国绿化观赏植物
苦郎树,经济用途,中国绿化观赏植物
广东大青,经济用途,中国绿化观赏植物
龙吐珠,经济用途,中国绿化观赏植物
蝶豆,经济用途,中国绿化观赏植物
君子兰,经济用途,中国绿化观赏植物
垂笑君子兰,经济用途,中国绿化观赏植物
椰子,经济用途,中国绿化观赏植物
变叶木,经济用途,中国绿化观赏植物
火把花,经济用途,中国绿化观赏植物
风车子属,经济用途,中国绿化观赏植物
菊科,经济用途,中国绿化观赏植物
山茱萸科,经济用途,中国绿化观赏植物
蝎子旃那,经济用途,中国绿化观赏植物
绣球小冠花,经济用途,中国绿化观赏植物
紫堇,经济用途,中国绿化观赏植物
土元胡,经济用途,中国绿化观赏植物
石生黄堇,经济用途,中国绿化观赏植物
蜡瓣花属,经济用途,中国绿化观赏植物
贝叶棕,经济用途,中国绿化观赏植物
秋英,经济用途,中国绿化观赏植物
黄秋英,经济用途,中国绿化观赏植物
栒子属,经济用途,中国绿化观赏植物
耐寒栒子,经济用途,中国绿化观赏植物
小叶栒子大果变种,经济用途,中国绿化观赏植物
水栒子,经济用途,中国绿化观赏植物
山楂属,经济用途,中国绿化观赏植物
湖北山楂,经济用途,中国绿化观赏植物
山楂,经济用途,中国绿化观赏植物
云南山楂,经济用途,中国绿化观赏植物
雄黄兰,经济用途,中国绿化观赏植物
猪屎豆属,经济用途,中国绿化观赏植物
假地蓝,经济用途,中国绿化观赏植物
柳杉属,经济用途,中国绿化观赏植物
柳杉,经济用途,中国绿化观赏植物
日本柳杉,经济用途,中国绿化观赏植物
甜瓜,经济用途,中国绿化观赏植物
马泡瓜,经济用途,中国绿化观赏植物
台湾杉木,经济用途,中国绿化观赏植物
杉木,经济用途,中国绿化观赏植物
披针叶萼距花,经济用途,中国绿化观赏植物
火红萼距花,经济用途,中国绿化观赏植物
柏科,经济用途,中国绿化观赏植物
柏木属,经济用途,中国绿化观赏植物
干香柏,经济用途,中国绿化观赏植物
柏木,经济用途,中国绿化观赏植物
巨柏,经济用途,中国绿化观赏植物
苏铁属,经济用途,中国绿化观赏植物
苏铁,经济用途,中国绿化观赏植物
华南苏铁,经济用途,中国绿化观赏植物
云南苏铁,经济用途,中国绿化观赏植物
曼青冈,经济用途,中国绿化观赏植物
榅桲属,经济用途,中国绿化观赏植物
榅桲,经济用途,中国绿化观赏植物
果香兰,经济用途,中国绿化观赏植物
弯穗狗牙根,经济用途,中国绿化观赏植物
金雀儿,经济用途,中国绿化观赏植物
陆均松,经济用途,中国绿化观赏植物
黄檀属,经济用途,中国绿化观赏植物
海南黄檀,经济用途,中国绿化观赏植物
印度黄檀,经济用途,中国绿化观赏植物
虎刺,经济用途,中国绿化观赏植物
瑞香属,经济用途,中国绿化观赏植物
芫花,经济用途,中国绿化观赏植物
黄瑞香,经济用途,中国绿化观赏植物
凹叶瑞香,经济用途,中国绿化观赏植物
唐古特瑞香,经济用途,中国绿化观赏植物
虎皮楠,经济用途,中国绿化观赏植物
珙桐,经济用途,中国绿化观赏植物
凤凰木,经济用途,中国绿化观赏植物
翠雀属,经济用途,中国绿化观赏植物
翠雀,经济用途,中国绿化观赏植物
四照花属,经济用途,中国绿化观赏植物
石斛属,经济用途,中国绿化观赏植物
吊丝球竹,经济用途,中国绿化观赏植物
乌脚绿,经济用途,中国绿化观赏植物
绿竹,经济用途,中国绿化观赏植物
吊丝单,经济用途,中国绿化观赏植物
马来甜龙竹,经济用途,中国绿化观赏植物
椅子竹,经济用途,中国绿化观赏植物
大叶慈,经济用途,中国绿化观赏植物
龙竹,经济用途,中国绿化观赏植物
麻竹,经济用途,中国绿化观赏植物
花吊丝竹,经济用途,中国绿化观赏植物
溲疏属,经济用途,中国绿化观赏植物
石竹,经济用途,中国绿化观赏植物
荷包牡丹,经济用途,中国绿化观赏植物
十字马唐,经济用途,中国绿化观赏植物
龙眼,经济用途,中国绿化观赏植物
钝叶龙眼,经济用途,中国绿化观赏植物
薯蓣属,经济用途,中国绿化观赏植物
粉叶柿,经济用途,中国绿化观赏植物
柿,经济用途,中国绿化观赏植物
大花柿,经济用途,中国绿化观赏植物
野柿,经济用途,中国绿化观赏植物
君迁子,经济用途,中国绿化观赏植物
油柿,经济用途,中国绿化观赏植物
老鸦柿,经济用途,中国绿化观赏植物
川续断科,经济用途,中国绿化观赏植物
龙脑香科,经济用途,中国绿化观赏植物
云南金钱槭,经济用途,中国绿化观赏植物
栘[木衣]属,经济用途,中国绿化观赏植物
云南栘[木衣],经济用途,中国绿化观赏植物
短冠东风菜,经济用途,中国绿化观赏植物
猫尾木,经济用途,中国绿化观赏植物
锡兰莓,经济用途,中国绿化观赏植物
毛建草,经济用途,中国绿化观赏植物
奇羽鳞毛蕨,经济用途,中国绿化观赏植物
稗属,经济用途,中国绿化观赏植物
结香,经济用途,中国绿化观赏植物
厚壳树属,经济用途,中国绿化观赏植物
粗糠树,经济用途,中国绿化观赏植物
胡颓子属,经济用途,中国绿化观赏植物
沙枣,经济用途,中国绿化观赏植物
披针叶胡颓子,经济用途,中国绿化观赏植物
银果牛奶子,经济用途,中国绿化观赏植物
翅果油树,经济用途,中国绿化观赏植物
尖果沙枣,经济用途,中国绿化观赏植物
牛奶子,经济用途,中国绿化观赏植物
披碱草,经济用途,中国绿化观赏植物
香果树,经济用途,中国绿化观赏植物
吊钟花属,经济用途,中国绿化观赏植物
吊钟花,经济用途,中国绿化观赏植物
象耳豆,经济用途,中国绿化观赏植物
昙花,经济用途,中国绿化观赏植物
弯叶画眉草,经济用途,中国绿化观赏植物
杜鹃花科,经济用途,中国绿化观赏植物
枇杷,经济用途,中国绿化观赏植物
刺桐属,经济用途,中国绿化观赏植物
鹦哥花,经济用途,中国绿化观赏植物
南非刺桐,经济用途,中国绿化观赏植物
龙牙花,经济用途,中国绿化观赏植物
塞内加尔刺桐,经济用途,中国绿化观赏植物
象牙花,经济用途,中国绿化观赏植物
刺桐,经济用途,中国绿化观赏植物
古柯,经济用途,中国绿化观赏植物
大桉,经济用途,中国绿化观赏植物
斑叶桉,经济用途,中国绿化观赏植物
火殃勒,经济用途,中国绿化观赏植物
绿玉树,经济用途,中国绿化观赏植物
野鸦椿,经济用途,中国绿化观赏植物
楝叶吴萸,经济用途,中国绿化观赏植物
白鹃梅属,经济用途,中国绿化观赏植物
红柄白鹃梅绿柄变种,经济用途,中国绿化观赏植物
灰莉,经济用途,中国绿化观赏植物
大吴风草,经济用途,中国绿化观赏植物
矮箭竹,经济用途,中国绿化观赏植物
神农箭竹,经济用途,中国绿化观赏植物
多室八角金盘,经济用途,中国绿化观赏植物
象橘,经济用途,中国绿化观赏植物
无花果,经济用途,中国绿化观赏植物
钝叶榕,经济用途,中国绿化观赏植物
印度榕,经济用途,中国绿化观赏植物
地果,经济用途,中国绿化观赏植物
蚊子草属,经济用途,中国绿化观赏植物
云南梧桐,经济用途,中国绿化观赏植物
梧桐,经济用途,中国绿化观赏植物
福建柏,经济用途,中国绿化观赏植物
雪柳,经济用途,中国绿化观赏植物
连翘属,经济用途,中国绿化观赏植物
金橘,经济用途,中国绿化观赏植物
梣属,经济用途,中国绿化观赏植物
白蜡树,经济用途,中国绿化观赏植物
水曲柳,经济用途,中国绿化观赏植物
庐山梣,经济用途,中国绿化观赏植物
花曲柳,经济用途,中国绿化观赏植物
天山梣,经济用途,中国绿化观赏植物
香雪兰,经济用途,中国绿化观赏植物
浙贝母,经济用途,中国绿化观赏植物
平贝母,经济用途,中国绿化观赏植物
宿根天人菊,经济用途,中国绿化观赏植物
天人菊,经济用途,中国绿化观赏植物
矢车天人菊,经济用途,中国绿化观赏植物
山羊豆,经济用途,中国绿化观赏植物
粉花山羊豆,经济用途,中国绿化观赏植物
斜果山羊豆,经济用途,中国绿化观赏植物
白花山羊豆,经济用途,中国绿化观赏植物
菲岛福木,经济用途,中国绿化观赏植物
栀子,经济用途,中国绿化观赏植物
白蟾,经济用途,中国绿化观赏植物
松天麻,经济用途,中国绿化观赏植物
藤黄科,经济用途,中国绿化观赏植物
裸子植物门,经济用途,中国绿化观赏植物
马蛋果,经济用途,中国绿化观赏植物
长蕊石头花,经济用途,中国绿化观赏植物
圆锥石头花,经济用途,中国绿化观赏植物
网球花,经济用途,中国绿化观赏植物
铃铛刺,经济用途,中国绿化观赏植物
梭梭,经济用途,中国绿化观赏植物
白梭梭,经济用途,中国绿化观赏植物
常春藤,经济用途,中国绿化观赏植物
碧江姜花,经济用途,中国绿化观赏植物
红姜花,经济用途,中国绿化观赏植物
姜花,经济用途,中国绿化观赏植物
天麻（原变型）,经济用途,中国绿化观赏植物
黄天麻,经济用途,中国绿化观赏植物
井冈寒竹,经济用途,中国绿化观赏植物
染料木,经济用途,中国绿化观赏植物
苦苣苔科,经济用途,中国绿化观赏植物
黑毛巨竹,经济用途,中国绿化观赏植物
银杏,经济用途,中国绿化观赏植物
银杏科,经济用途,中国绿化观赏植物
红火麻,经济用途,中国绿化观赏植物
美国皂荚,经济用途,中国绿化观赏植物
野大豆,经济用途,中国绿化观赏植物
狭叶白花野大豆,经济用途,中国绿化观赏植物
水松,经济用途,中国绿化观赏植物
千日红属,经济用途,中国绿化观赏植物
石山棕,经济用途,中国绿化观赏植物
岩黄耆属,经济用途,中国绿化观赏植物
细枝岩黄耆,经济用途,中国绿化观赏植物
黄薇,经济用途,中国绿化观赏植物
倒卵叶山龙眼,经济用途,中国绿化观赏植物
萱草属,经济用途,中国绿化观赏植物
半蒴苣苔属,经济用途,中国绿化观赏植物
银叶树,经济用途,中国绿化观赏植物
幌伞枫,经济用途,中国绿化观赏植物
木槿属,经济用途,中国绿化观赏植物
美丽芙蓉,经济用途,中国绿化观赏植物
木芙蓉,经济用途,中国绿化观赏植物
庐山芙蓉,经济用途,中国绿化观赏植物
重瓣朱槿,经济用途,中国绿化观赏植物
木槿,经济用途,中国绿化观赏植物
黄槿,经济用途,中国绿化观赏植物
朱顶红,经济用途,中国绿化观赏植物
七叶树科,经济用途,中国绿化观赏植物
紫萼,经济用途,中国绿化观赏植物
球兰,经济用途,中国绿化观赏植物
花叶球兰,经济用途,中国绿化观赏植物
海南球兰,经济用途,中国绿化观赏植物
凹叶球兰（原变种）,经济用途,中国绿化观赏植物
圆盖阴石蕨,经济用途,中国绿化观赏植物
量天尺,经济用途,中国绿化观赏植物
八宝,经济用途,中国绿化观赏植物
长药八宝,经济用途,中国绿化观赏植物
水鬼蕉,经济用途,中国绿化观赏植物
黄海棠,经济用途,中国绿化观赏植物
金丝桃,经济用途,中国绿化观赏植物
金丝梅,经济用途,中国绿化观赏植物
屈曲花,经济用途,中国绿化观赏植物
披针叶屈曲花,经济用途,中国绿化观赏植物
山桐子,经济用途,中国绿化观赏植物
毛叶山桐子,经济用途,中国绿化观赏植物
冬青属,经济用途,中国绿化观赏植物
枸骨,经济用途,中国绿化观赏植物
齿叶冬青,经济用途,中国绿化观赏植物
广东冬青,经济用途,中国绿化观赏植物
大叶冬青,经济用途,中国绿化观赏植物
假地枫皮（原变种）,经济用途,中国绿化观赏植物
角蒿属,经济用途,中国绿化观赏植物
木蓝属,经济用途,中国绿化观赏植物
棚竹,经济用途,中国绿化观赏植物
江华大节竹,经济用途,中国绿化观赏植物
总状土木香,经济用途,中国绿化观赏植物
柳叶旋覆花,经济用途,中国绿化观赏植物
番薯属,经济用途,中国绿化观赏植物
七爪龙,经济用途,中国绿化观赏植物
鸢尾科,经济用途,中国绿化观赏植物
马蔺,经济用途,中国绿化观赏植物
燕子花,经济用途,中国绿化观赏植物
台湾鼠刺,经济用途,中国绿化观赏植物
小花鼠刺,经济用途,中国绿化观赏植物
栀子皮,经济用途,中国绿化观赏植物
龙船花,经济用途,中国绿化观赏植物
素馨花,经济用途,中国绿化观赏植物
野迎春,经济用途,中国绿化观赏植物
多花素馨,经济用途,中国绿化观赏植物
栾树,经济用途,中国绿化观赏植物
蝟实,经济用途,中国绿化观赏植物
红花蕊木,经济用途,中国绿化观赏植物
翅果麻,经济用途,中国绿化观赏植物
毒豆,经济用途,中国绿化观赏植物
丽薇,经济用途,中国绿化观赏植物
紫薇属,经济用途,中国绿化观赏植物
尾叶紫薇,经济用途,中国绿化观赏植物
紫薇,经济用途,中国绿化观赏植物
银薇,经济用途,中国绿化观赏植物
大花紫薇,经济用途,中国绿化观赏植物
马缨丹,经济用途,中国绿化观赏植物
落叶松属,经济用途,中国绿化观赏植物
太白红杉,经济用途,中国绿化观赏植物
欧洲刺柏,经济用途,中国绿化观赏植物
刺柏,经济用途,中国绿化观赏植物
柔弱刺柏,经济用途,中国绿化观赏植物
杜松,经济用途,中国绿化观赏植物
西伯利亚刺柏,经济用途,中国绿化观赏植物
海南三七,经济用途,中国绿化观赏植物
棣棠花属,经济用途,中国绿化观赏植物
黄枝油杉,经济用途,中国绿化观赏植物
油杉,经济用途,中国绿化观赏植物
非洲楝,经济用途,中国绿化观赏植物
吊灯树,经济用途,中国绿化观赏植物
黄山梅,经济用途,中国绿化观赏植物
扫帚菜,经济用途,中国绿化观赏植物
碱地肤,经济用途,中国绿化观赏植物
复羽叶栾树,经济用途,中国绿化观赏植物
落叶松,经济用途,中国绿化观赏植物
四川红杉,经济用途,中国绿化观赏植物
黄花落叶松,经济用途,中国绿化观赏植物
大果红杉,经济用途,中国绿化观赏植物
华北落叶松,经济用途,中国绿化观赏植物
新疆落叶松,经济用途,中国绿化观赏植物
怒江红杉,经济用途,中国绿化观赏植物
散沫花,经济用途,中国绿化观赏植物
宽叶杜香,经济用途,中国绿化观赏植物
狸藻科,经济用途,中国绿化观赏植物
胡枝子属,经济用途,中国绿化观赏植物
胡枝子,经济用途,中国绿化观赏植物
大叶胡枝子,经济用途,中国绿化观赏植物
牛枝子,经济用途,中国绿化观赏植物
绒毛胡枝子,经济用途,中国绿化观赏植物
银合欢,经济用途,中国绿化观赏植物
夏雪片莲,经济用途,中国绿化观赏植物
藁本属,经济用途,中国绿化观赏植物
女贞,经济用途,中国绿化观赏植物
小蜡,经济用途,中国绿化观赏植物
百合科,经济用途,中国绿化观赏植物
川百合,经济用途,中国绿化观赏植物
药百合,经济用途,中国绿化观赏植物
异萼亚麻,经济用途,中国绿化观赏植物
亚麻,经济用途,中国绿化观赏植物
北美鹅掌楸,经济用途,中国绿化观赏植物
山麦冬属,经济用途,中国绿化观赏植物
山麦冬,经济用途,中国绿化观赏植物
荔枝,经济用途,中国绿化观赏植物
瘤果柯,经济用途,中国绿化观赏植物
羽扇豆,经济用途,中国绿化观赏植物
南美羽扇豆,经济用途,中国绿化观赏植物
倭羽扇豆,经济用途,中国绿化观赏植物
宿根羽扇豆,经济用途,中国绿化观赏植物
多叶羽扇豆,经济用途,中国绿化观赏植物
剪秋罗属,经济用途,中国绿化观赏植物
枸杞,经济用途,中国绿化观赏植物
柔茎枸杞,经济用途,中国绿化观赏植物
仪花,经济用途,中国绿化观赏植物
千屈菜属,经济用途,中国绿化观赏植物
千屈菜,经济用途,中国绿化观赏植物
大叶楠,经济用途,中国绿化观赏植物
红楠,经济用途,中国绿化观赏植物
木兰属,经济用途,中国绿化观赏植物
绢毛木兰,经济用途,中国绿化观赏植物
柄果柯,经济用途,中国绿化观赏植物
蒲葵,经济用途,中国绿化观赏植物
美丽蒲葵,经济用途,中国绿化观赏植物
山梗菜,经济用途,中国绿化观赏植物
忍冬属,经济用途,中国绿化观赏植物
匍匐忍冬,经济用途,中国绿化观赏植物
细毡毛忍冬,经济用途,中国绿化观赏植物
滇丁香属,经济用途,中国绿化观赏植物
榄李属,经济用途,中国绿化观赏植物
羽扇豆属,经济用途,中国绿化观赏植物
白羽扇豆,经济用途,中国绿化观赏植物
埃及羽扇豆,经济用途,中国绿化观赏植物
墨西哥羽扇豆,经济用途,中国绿化观赏植物
大叶羽扇豆,经济用途,中国绿化观赏植物
望春玉兰,经济用途,中国绿化观赏植物
夜香木兰,经济用途,中国绿化观赏植物
光叶木兰,经济用途,中国绿化观赏植物
玉兰,经济用途,中国绿化观赏植物
荷花玉兰,经济用途,中国绿化观赏植物
日本厚朴,经济用途,中国绿化观赏植物
紫玉兰,经济用途,中国绿化观赏植物
厚朴,经济用途,中国绿化观赏植物
长叶木兰,经济用途,中国绿化观赏植物
长喙厚朴,经济用途,中国绿化观赏植物
天女木兰,经济用途,中国绿化观赏植物
武当木兰,经济用途,中国绿化观赏植物
西康玉兰,经济用途,中国绿化观赏植物
宝华玉兰,经济用途,中国绿化观赏植物
十大功劳,经济用途,中国绿化观赏植物
蒜头果,经济用途,中国绿化观赏植物
苹果属,经济用途,中国绿化观赏植物
山荆子,经济用途,中国绿化观赏植物
台湾林檎,经济用途,中国绿化观赏植物
垂丝海棠,经济用途,中国绿化观赏植物
湖北海棠,经济用途,中国绿化观赏植物
毛山荆子,经济用途,中国绿化观赏植物
楸子,经济用途,中国绿化观赏植物
苹果,经济用途,中国绿化观赏植物
三叶海棠,经济用途,中国绿化观赏植物
新疆野苹果,经济用途,中国绿化观赏植物
海棠花,经济用途,中国绿化观赏植物
花叶海棠,经济用途,中国绿化观赏植物
冬葵,经济用途,中国绿化观赏植物
绿绒蒿属,经济用途,中国绿化观赏植物
苜蓿属,经济用途,中国绿化观赏植物
草原苜蓿,经济用途,中国绿化观赏植物
野牡丹科,经济用途,中国绿化观赏植物
楝,经济用途,中国绿化观赏植物
楝科,经济用途,中国绿化观赏植物
高臭草,经济用途,中国绿化观赏植物
陀螺果,经济用途,中国绿化观赏植物
铁力木,经济用途,中国绿化观赏植物
异枝竹,经济用途,中国绿化观赏植物
水杉,经济用途,中国绿化观赏植物
含笑属,经济用途,中国绿化观赏植物
白兰,经济用途,中国绿化观赏植物
锦葵,经济用途,中国绿化观赏植物
小悬铃花,经济用途,中国绿化观赏植物
垂花悬铃花,经济用途,中国绿化观赏植物
杧果,经济用途,中国绿化观赏植物
睦南木莲,经济用途,中国绿化观赏植物
桂南木莲,经济用途,中国绿化观赏植物
中缅木莲,经济用途,中国绿化观赏植物
红色木莲,经济用途,中国绿化观赏植物
厚叶木莲,经济用途,中国绿化观赏植物
花叶竹芋,经济用途,中国绿化观赏植物
竹芋科,经济用途,中国绿化观赏植物
欧夏至草,经济用途,中国绿化观赏植物
母菊,经济用途,中国绿化观赏植物
荚果蕨,经济用途,中国绿化观赏植物
火烧花,经济用途,中国绿化观赏植物
含笑花,经济用途,中国绿化观赏植物
醉香含笑,经济用途,中国绿化观赏植物
深山含笑,经济用途,中国绿化观赏植物
野含笑,经济用途,中国绿化观赏植物
云南含笑,经济用途,中国绿化观赏植物
网络崖豆藤,经济用途,中国绿化观赏植物
芒属,经济用途,中国绿化观赏植物
雨久花,经济用途,中国绿化观赏植物
肖鸢尾,经济用途,中国绿化观赏植物
海滨木巴戟,经济用途,中国绿化观赏植物
辣木,经济用途,中国绿化观赏植物
槭叶草,经济用途,中国绿化观赏植物
小果野蕉,经济用途,中国绿化观赏植物
野蕉,经济用途,中国绿化观赏植物
红蕉,经济用途,中国绿化观赏植物
苦槛蓝科,经济用途,中国绿化观赏植物
苦槛蓝属,经济用途,中国绿化观赏植物
紫金牛科,经济用途,中国绿化观赏植物
南天竹,经济用途,中国绿化观赏植物
长寿花,经济用途,中国绿化观赏植物
Narcissus,经济用途,中国绿化观赏植物
豆瓣菜,经济用途,中国绿化观赏植物
绣线梅属,经济用途,中国绿化观赏植物
慈竹,经济用途,中国绿化观赏植物
巢蕨属,经济用途,中国绿化观赏植物
肾蕨,经济用途,中国绿化观赏植物
圆叶肾蕨,经济用途,中国绿化观赏植物
镰叶肾蕨,经济用途,中国绿化观赏植物
夹竹桃,经济用途,中国绿化观赏植物
欧洲夹竹桃,经济用途,中国绿化观赏植物
夜花,经济用途,中国绿化观赏植物
睡莲属,经济用途,中国绿化观赏植物
白睡莲,经济用途,中国绿化观赏植物
红睡莲,经济用途,中国绿化观赏植物
雪白睡莲,经济用途,中国绿化观赏植物
柔毛齿叶睡莲,经济用途,中国绿化观赏植物
黄睡莲,经济用途,中国绿化观赏植物
延药睡莲,经济用途,中国绿化观赏植物
睡莲科,经济用途,中国绿化观赏植物
莕菜,经济用途,中国绿化观赏植物
水椰,经济用途,中国绿化观赏植物
格脉树,经济用途,中国绿化观赏植物
罗勒属,经济用途,中国绿化观赏植物
黄花月见草,经济用途,中国绿化观赏植物
待宵草,经济用途,中国绿化观赏植物
顿河红豆草,经济用途,中国绿化观赏植物
球子蕨,经济用途,中国绿化观赏植物
麦冬,经济用途,中国绿化观赏植物
胭脂掌,经济用途,中国绿化观赏植物
梨果仙人掌,经济用途,中国绿化观赏植物
独根草,经济用途,中国绿化观赏植物
花榈木,经济用途,中国绿化观赏植物
岩生红豆,经济用途,中国绿化观赏植物
落芒草属,经济用途,中国绿化观赏植物
中华落芒草,经济用途,中国绿化观赏植物
粗齿紫萁,经济用途,中国绿化观赏植物
小石积属,经济用途,中国绿化观赏植物
虎榛子属,经济用途,中国绿化观赏植物
稠李属,经济用途,中国绿化观赏植物
稠李,经济用途,中国绿化观赏植物
马甲子,经济用途,中国绿化观赏植物
稷,经济用途,中国绿化观赏植物
罂粟属,经济用途,中国绿化观赏植物
罂粟,经济用途,中国绿化观赏植物
罂粟科,经济用途,中国绿化观赏植物
恒春拟单性木兰,经济用途,中国绿化观赏植物
无茎条果芥,经济用途,中国绿化观赏植物
垫状条果芥,经济用途,中国绿化观赏植物
地锦属,经济用途,中国绿化观赏植物
五叶地锦,经济用途,中国绿化观赏植物
地锦,经济用途,中国绿化观赏植物
毛花雀稗,经济用途,中国绿化观赏植物
西番莲属,经济用途,中国绿化观赏植物
西番莲,经济用途,中国绿化观赏植物
鸡蛋果,经济用途,中国绿化观赏植物
斑花败酱,经济用途,中国绿化观赏植物
台湾泡桐,经济用途,中国绿化观赏植物
马先蒿属,经济用途,中国绿化观赏植物
天竺葵属,经济用途,中国绿化观赏植物
象草,经济用途,中国绿化观赏植物
五星花,经济用途,中国绿化观赏植物
木麒麟,经济用途,中国绿化观赏植物
蜂斗菜,经济用途,中国绿化观赏植物
鹤顶兰属,经济用途,中国绿化观赏植物
牵牛,经济用途,中国绿化观赏植物
荷包豆,经济用途,中国绿化观赏植物
黄檗,经济用途,中国绿化观赏植物
山梅花属,经济用途,中国绿化观赏植物
短序山梅花,经济用途,中国绿化观赏植物
山梅花,经济用途,中国绿化观赏植物
橙花糙苏,经济用途,中国绿化观赏植物
串铃草,经济用途,中国绿化观赏植物
天蓝绣球属,经济用途,中国绿化观赏植物
浙江楠,经济用途,中国绿化观赏植物
山楠,经济用途,中国绿化观赏植物
楠木,经济用途,中国绿化观赏植物
刺葵,经济用途,中国绿化观赏植物
江边刺葵,经济用途,中国绿化观赏植物
石楠属,经济用途,中国绿化观赏植物
椤木石楠,经济用途,中国绿化观赏植物
光叶石楠,经济用途,中国绿化观赏植物
石楠（原变种）,经济用途,中国绿化观赏植物
毛叶石楠无毛变种,经济用途,中国绿化观赏植物
长柱花,经济用途,中国绿化观赏植物
余甘子,经济用途,中国绿化观赏植物
对开蕨属,经济用途,中国绿化观赏植物
刚竹属,经济用途,中国绿化观赏植物
黄槽竹,经济用途,中国绿化观赏植物
斑竹,经济用途,中国绿化观赏植物
水竹,经济用途,中国绿化观赏植物
龟甲竹,经济用途,中国绿化观赏植物
台湾桂竹,经济用途,中国绿化观赏植物
美竹,经济用途,中国绿化观赏植物
篌竹,经济用途,中国绿化观赏植物
紫竹,经济用途,中国绿化观赏植物
早竹,经济用途,中国绿化观赏植物
风箱果属,经济用途,中国绿化观赏植物
云杉,经济用途,中国绿化观赏植物
白皮云杉,经济用途,中国绿化观赏植物
麦吊云杉,经济用途,中国绿化观赏植物
油麦吊云杉,经济用途,中国绿化观赏植物
青海云杉,经济用途,中国绿化观赏植物
红皮云杉,经济用途,中国绿化观赏植物
丽江云杉,经济用途,中国绿化观赏植物
川西云杉,经济用途,中国绿化观赏植物
黄果云杉,经济用途,中国绿化观赏植物
林芝云杉,经济用途,中国绿化观赏植物
白扦,经济用途,中国绿化观赏植物
大果青扦,经济用途,中国绿化观赏植物
新疆云杉,经济用途,中国绿化观赏植物
紫果云杉,经济用途,中国绿化观赏植物
雪岭杉,经济用途,中国绿化观赏植物
长叶云杉,经济用途,中国绿化观赏植物
西藏云杉,经济用途,中国绿化观赏植物
青扦,经济用途,中国绿化观赏植物
冷水花属,经济用途,中国绿化观赏植物
花叶冷水花,经济用途,中国绿化观赏植物
小叶冷水花,经济用途,中国绿化观赏植物
镜面草,经济用途,中国绿化观赏植物
山槟榔属,经济用途,中国绿化观赏植物
