entity,relation,value
板蓝,治疗,腮腺炎
板蓝,治疗,肿毒
板蓝,治疗,毒蛇咬伤
板蓝,治疗,菌痢
板蓝,治疗,急性肠炎
板蓝,治疗,咽喉炎
板蓝,治疗,口腔炎
板蓝,治疗,扁桃体炎
板蓝,治疗,肝炎
板蓝,治疗,丹毒
蓝树,治疗,跌打
绵穗苏,治疗,瘫痪
绵穗苏,治疗,感冒
绵穗苏,治疗,畏寒
绵穗苏,治疗,头痛
绵穗苏,治疗,疮毒
绵穗苏,治疗,产后诸病
绵穗苏,治疗,劳伤
绵穗苏,治疗,吐血
半枫荷,治疗,风湿跌打
华鼠尾草,治疗,肝炎
华鼠尾草,治疗,面神经麻痹
华鼠尾草,治疗,乳腺炎
华鼠尾草,治疗,痈疖
华鼠尾草,治疗,痛经
华鼠尾草,治疗,疮疥
长叶马兜铃,治疗,喉痛
长叶马兜铃,治疗,痢疾
长叶马兜铃,治疗,胃肠炎
瓣蕊唐松草,治疗,黄疸型肝炎
瓣蕊唐松草,治疗,腹泻
瓣蕊唐松草,治疗,痢疾
瓣蕊唐松草,治疗,渗出性皮炎
棒凤仙花,治疗,痈疮肿毒
宝盖草,治疗,外伤骨折
宝盖草,治疗,跌打损伤红肿
宝盖草,治疗,毒疮
宝盖草,治疗,瘫痪
宝盖草,治疗,半身不遂
宝盖草,治疗,高血压
宝盖草,治疗,小儿肝热
宝盖草,治疗,脑漏
小白撑,治疗,腰肌劳损
小白撑,治疗,风湿关节痛
蔓胡颓子,治疗,风湿骨痛
蔓胡颓子,治疗,跌打肿痛
蔓胡颓子,治疗,肝炎
蔓胡颓子,治疗,胃病
抱石莲,治疗,瘰疬
杯苋,治疗,跌打
杯苋,治疗,驳骨
槲寄生,治疗,风湿痹痛
槲寄生,治疗,腰膝酸软
槲寄生,治疗,胎动
槲寄生,治疗,胎漏
北鱼黄草,治疗,劳伤疼痛
北鱼黄草,治疗,疔疮
北水苦荬,治疗,跌打损伤
北乌头,治疗,风湿性关节炎
北乌头,治疗,神经痛
北乌头,治疗,牙痛
北乌头,治疗,中风
北乌头,治疗,稻螟虫
北乌头,治疗,棉蚜
北乌头,治疗,小麦杆锈病
北乌头,治疗,孑孓
贝叶棕,治疗,腹泻
背扁黄耆,治疗,腰膝酸痛
背扁黄耆,治疗,遗尿
背扁黄耆,治疗,尿频
背扁黄耆,治疗,白带
背扁黄耆,治疗,神经衰弱
背扁黄耆,治疗,视力减退
背扁黄耆,治疗,糖尿病
落地梅,治疗,风热咳嗽
落地梅,治疗,胃痛
落地梅,治疗,风湿痛
落地梅,治疗,跌打损伤
落地梅,治疗,毒蛇咬伤
落地梅,治疗,疖肿
背蛇生,治疗,胃炎
背蛇生,治疗,溃疡
丹参,治疗,子宫出血
丹参,治疗,月经不调
丹参,治疗,腹痛
丹参,治疗,经痛
丹参,治疗,经闭
丹参,治疗,冠心病
丹参,治疗,关节痛
丹参,治疗,贫血
丹参,治疗,乳腺炎
丹参,治疗,淋巴腺炎
丹参,治疗,关节炎
丹参,治疗,疮疖痛肿
丹参,治疗,丹毒
丹参,治疗,跌打损伤
丹参,治疗,癫癎
河北木蓝,治疗,创伤
土蜜树,治疗,外伤出血
土蜜树,治疗,跌打损伤
土蜜树,治疗,感冒
土蜜树,治疗,神经衰弱
土蜜树,治疗,月经不调
石楠,治疗,蚜虫
金丝草,治疗,吐血
金丝草,治疗,咳血
金丝草,治疗,衄血
金丝草,治疗,血崩
金丝草,治疗,尿路感染
金丝草,治疗,肾炎
金丝草,治疗,水肿
金丝草,治疗,糖尿病
金丝草,治疗,黄胆型肝炎
叶下珠,治疗,赤目肿痛
叶下珠,治疗,肠炎腹泻
叶下珠,治疗,痢疾
叶下珠,治疗,肝炎
叶下珠,治疗,小儿疳积
叶下珠,治疗,肾炎水肿
叶下珠,治疗,尿路感染
篦齿眼子菜,治疗,肺炎
篦齿眼子菜,治疗,疮疖
单苞鸢尾,治疗,毒蛇咬伤
香薷,治疗,急性肠胃炎
香薷,治疗,腹痛吐泻
香薷,治疗,夏秋阳暑
香薷,治疗,头痛发热
香薷,治疗,恶寒无汗
香薷,治疗,霍乱
香薷,治疗,水肿
香薷,治疗,鼻衄
香薷,治疗,口臭
火索麻,治疗,慢性胃炎
火索麻,治疗,胃溃疡
鞭柱唐松草,治疗,头晕
鞭柱唐松草,治疗,腹痛
鞭柱唐松草,治疗,下痢
小二仙草,治疗,毒蛇咬伤
西伯利亚乌头,治疗,风湿
牛扁,治疗,腰腿痛
牛扁,治疗,关节肿痛
遍地金,治疗,日久水泻
遍地金,治疗,毒蛇咬伤
遍地金,治疗,黄水疮
遍地金,治疗,小儿白口疮
遍地金,治疗,乳腺炎
黑风藤,治疗,跌打损伤
黑风藤,治疗,风湿性关节炎
黑风藤,治疗,小儿麻痹后遗症
黑风藤,治疗,哮喘
黑风藤,治疗,疮疥
碎米桠,治疗,肝癌
碎米桠,治疗,直肠癌
碎米桠,治疗,感冒头痛
碎米桠,治疗,风湿筋骨痛
碎米桠,治疗,关节痛
红波罗花,治疗,产后少乳
红波罗花,治疗,体虚
红波罗花,治疗,久病虚弱
红波罗花,治疗,头晕
红波罗花,治疗,贫血
细罗伞,治疗,单蛾喉
驳骨九节,治疗,菌痢
驳骨九节,治疗,肠炎
驳骨九节,治疗,风湿骨痛
驳骨九节,治疗,跌打损伤
驳骨九节,治疗,蛇伤
山香,治疗,赤白痢
山香,治疗,乳腺炎
山香,治疗,痈疽
山香,治疗,感冒发烧
山香,治疗,头痛
山香,治疗,胃肠涨气
山香,治疗,风湿骨痛
山香,治疗,娱蚣
山香,治疗,蛇咬伤
山香,治疗,刀伤出血
山香,治疗,跌打肿痛
山香,治疗,烂疮
山香,治疗,皮肤搔痒
山香,治疗,皮炎
山香,治疗,湿疹
薄荷,治疗,头痛
薄荷,治疗,麻疹不透
薄荷,治疗,漆疮
海南粗榧,治疗,白血病
海南粗榧,治疗,淋巴肉瘤
薄叶红厚壳,治疗,跌打损伤
薄叶红厚壳,治疗,风湿骨痛
薄叶红厚壳,治疗,肾虚腰痛
薄叶红厚壳,治疗,外伤出血
擘蓝,治疗,十二指肠溃疡
茅膏菜,治疗,跌打损伤
不育红,治疗,妇女不育症
山弄岗唇柱苣苔,治疗,跌打损伤
假柿木姜子,治疗,关节脱臼
华萝藦,治疗,肾亏遗精
华萝藦,治疗,乳汁不足
华萝藦,治疗,脱力劳伤
翅果藤,治疗,肺结核
南方山荷叶,治疗,腰腿疼痛
南方山荷叶,治疗,风湿性关节炎
南方山荷叶,治疗,跌打损伤
南方山荷叶,治疗,月经不调
尖叶眼树莲,治疗,哮喘
尖叶眼树莲,治疗,咳嗽
尖叶眼树莲,治疗,湿疹
尖叶眼树莲,治疗,疮痒
尖叶眼树莲,治疗,关节炎
南黄堇,治疗,骨折
南黄堇,治疗,跌打损伤
南昆杜鹃,治疗,慢性气管炎
喙荚云实,治疗,哕逆不止
喙荚云实,治疗,淋浊
红花酢浆草,治疗,跌打损伤
红花酢浆草,治疗,赤白痢
日本南五味子,治疗,蛇咬伤
南五味子,治疗,神经衰弱
南五味子,治疗,支气管炎
南粤马兜铃,治疗,高热
南粤马兜铃,治疗,肺炎
南粤马兜铃,治疗,喉痛
囊距翠雀花,治疗,流感
囊距翠雀花,治疗,皮肤痒疹
囊距翠雀花,治疗,蛇咬伤
羊角棉,治疗,刀伤出血
圆叶西番莲,治疗,痢疾
圆叶西番莲,治疗,肺结核
红马蹄草,治疗,跌打损伤
红马蹄草,治疗,感冒
红马蹄草,治疗,咳嗽痰血
尼泊尔鸢尾,治疗,疔疮
尼泊尔鸢尾,治疗,伤肿
穗状狐尾藻,治疗,慢性下痢
拟耧斗菜,治疗,子宫出血
拟耧斗菜,治疗,乳腺炎
拟耧斗菜,治疗,恶疮痈疽
拟砚壳花椒,治疗,牙痛
少年红,治疗,跌打损伤
黄毛楤木,治疗,风湿腰痛
黄毛楤木,治疗,肝炎
黄毛楤木,治疗,肾炎水肿
通光散,治疗,支气管炎
通光散,治疗,哮喘
通光散,治疗,肺炎
通光散,治疗,扁桃腺炎
通光散,治疗,膀胱炎
牛白藤,治疗,风湿
牛白藤,治疗,感冒咳嗽
牛白藤,治疗,皮肤湿疹
罗浮柿,治疗,食物中毒
罗浮柿,治疗,水火烫伤
罗浮柿,治疗,腹泻
罗浮柿,治疗,赤白痢
牛角瓜,治疗,皮肤病
牛角瓜,治疗,痢疾
牛角瓜,治疗,风湿
牛角瓜,治疗,支气管炎
牛角瓜,治疗,癫癣
牛筋草,治疗,乙型脑炎
牛筋果,治疗,疟疾
山胡椒,治疗,劳伤脱力
山胡椒,治疗,水湿浮肿
山胡椒,治疗,四肢酸麻
山胡椒,治疗,风湿性关节炎
山胡椒,治疗,跌打损伤
山胡椒,治疗,胃痛
流苏子,治疗,皮炎
鼠李,治疗,瘰疬
牛奶菜,治疗,跌打
一点红,治疗,腮腺炎
一点红,治疗,乳腺炎
一点红,治疗,小儿疳积
一点红,治疗,皮肤湿疹
纤冠藤,治疗,腿痛
纤冠藤,治疗,跌打
纤冠藤,治疗,子官下垂
长叶胡颓子,治疗,哮喘
长叶胡颓子,治疗,牙痛
山石榴,治疗,脓肿
山石榴,治疗,溃疡
山石榴,治疗,肿瘤
山石榴,治疗,皮肤病
山石榴,治疗,痔疮
山石榴,治疗,发疹
山石榴,治疗,风湿
山石榴,治疗,支气管炎
木半夏,治疗,跌打损伤
木半夏,治疗,痢疾
木半夏,治疗,哮喘
牛尾草,治疗,痢疾肠炎
牛尾草,治疗,黄疽性肝炎
牛尾草,治疗,咽喉炎
牛尾草,治疗,扁桃腺炎
牛尾草,治疗,尿道感染
牛尾草,治疗,膀胱炎
牛尾草,治疗,急性肾炎
牛尾草,治疗,肿胀疼痛
牛尾草,治疗,流感
牛尾草,治疗,疟疾
牛尾草,治疗,毒蛇咬伤
牛尾草,治疗,牙痛
牛尾草,治疗,小儿疳积
独活,治疗,风寒湿痹
独活,治疗,腰膝酸痛症
牛膝,治疗,腰膝酸痛
牛膝,治疗,跌打瘀痛
牛膝,治疗,牛软脚症
牛膝,治疗,跌伤断骨
扭果紫金龙,治疗,咳嗽
短蒟,治疗,风湿性关节炎
短蒟,治疗,四肢麻木
短蒟,治疗,骨折
短蒟,治疗,跌打损伤
脓疮草属,治疗,疮疥
四川清风藤,治疗,腰痛
女娄菜,治疗,乳汁少
女娄菜,治疗,体虚浮肿
水蔗草,治疗,蛇伤
欧白英,治疗,遗传性梅毒
欧白英,治疗,猪黄胆
欧白英,治疗,水肿
五脉绿绒蒿,治疗,小儿惊风
五脉绿绒蒿,治疗,肺炎
五脉绿绒蒿,治疗,咳喘
欧当归,治疗,妇科病
欧当归,治疗,水肿
欧活血丹,治疗,肺病
欧活血丹,治疗,肾脏炎
欧李,治疗,大便燥结
欧李,治疗,小便不利
密生波罗花,治疗,胃病
密生波罗花,治疗,黄疽
密生波罗花,治疗,消化不良
密生波罗花,治疗,耳炎
密生波罗花,治疗,耳聋
密生波罗花,治疗,月经不调
密生波罗花,治疗,高血压
密生波罗花,治疗,肺出血
欧鼠李,治疗,腹痛
圆叶鼠李,治疗,肿毒
四方蒿,治疗,夜盲症
四方蒿,治疗,痢疾
四方蒿,治疗,感冒
四方蒿,治疗,咽喉炎
四方蒿,治疗,扁桃腺炎
四方蒿,治疗,风火牙痛
四方蒿,治疗,龋齿痛
四方蒿,治疗,急性胃肠炎
四方蒿,治疗,腹痛
四方蒿,治疗,创伤出血
四方蒿,治疗,火烧伤
四方蒿,治疗,腋臭
四方蒿,治疗,小儿疳积
四方蒿,治疗,急慢性肾盂肾炎
膜叶刺蕊草,治疗,子宫脱垂
蛛丝毛蓝耳草,治疗,风湿关节疼痛
总状绿绒蒿,治疗,头伤
总状绿绒蒿,治疗,骨折
总状绿绒蒿,治疗,气虚下陷
总状绿绒蒿,治疗,浮肿
总状绿绒蒿,治疗,脱肛
总状绿绒蒿,治疗,久痢
总状绿绒蒿,治疗,哮喘
总状绿绒蒿,治疗,腰痛
总状绿绒蒿,治疗,腿痛
鸡脚参,治疗,消化不良
鸡脚参,治疗,食积
鸡脚参,治疗,蛔虫病
鸡脚参,治疗,风湿痛
鸡脚参,治疗,虚弱头晕
鸡脚参,治疗,虚汗
鸡脚参,治疗,咳嗽
云南翠雀花,治疗,跌打损伤
山蜡梅,治疗,跌打损伤
山蜡梅,治疗,风湿
山蜡梅,治疗,劳伤咳嗽
山蜡梅,治疗,寒性胃痛
山蜡梅,治疗,感冒头痛
山蜡梅,治疗,疔疮毒疮
相思子,治疗,皮肤病
鸡纳树,治疗,疟疾
鸡纳树,治疗,疮疽
鸡纳树,治疗,皮炎
鸡纳树,治疗,皮癣
鸡矢藤,治疗,风湿筋骨痛
鸡矢藤,治疗,跌打损伤
鸡矢藤,治疗,外伤性疼痛
鸡矢藤,治疗,肝胆
鸡矢藤,治疗,胃肠绞痛
鸡矢藤,治疗,黄疽型肝炎
鸡矢藤,治疗,肠炎
鸡矢藤,治疗,痢疾
鸡矢藤,治疗,消化不良
鸡矢藤,治疗,小儿疳积
鸡矢藤,治疗,肺结核咯血
鸡矢藤,治疗,支气管炎
鸡矢藤,治疗,白细胞减少症
鸡矢藤,治疗,农药中毒
鸡矢藤,治疗,皮炎
鸡矢藤,治疗,湿疹
鸡矢藤,治疗,疮疡肿毒
尖山橙,治疗,风湿性心脏病
鸡尾木,治疗,皮癣
鸡眼草,治疗,风疹
鸡爪草,治疗,风湿麻木
鸡爪草,治疗,瘰疬
黄连,治疗,急性结膜炎
黄连,治疗,急性细菌性痢疾
黄连,治疗,急性肠胃炎
黄连,治疗,吐血
黄连,治疗,痈疖疮疡
山姜,治疗,消化不良
山姜,治疗,腹痛
山姜,治疗,呕吐
山姜,治疗,慢性下痢
山姜,治疗,风湿性关节炎
山姜,治疗,胃气痛
山姜,治疗,跌打损伤
多花野牡丹,治疗,消化不良
多花野牡丹,治疗,肠炎腹泻
多花野牡丹,治疗,痢疾
多花野牡丹,治疗,外伤出血
多花野牡丹,治疗,刀枪伤
基叶人字果,治疗,风湿
及已,治疗,跌打损伤
及已,治疗,骨折肿痛
及已,治疗,腰扭伤
及已,治疗,风湿痛
及已,治疗,疮肿毒
及已,治疗,毒蛇咬伤
吉龙草,治疗,感冒
吉龙草,治疗,头痛
吉龙草,治疗,发热
吉龙草,治疗,消化不良
酸枣,治疗,神经衰弱
酸枣,治疗,失眠
远志,治疗,神经衰弱
远志,治疗,心悸
远志,治疗,健忘
远志,治疗,失眠
远志,治疗,梦遗
远志,治疗,咳嗽多痰
远志,治疗,支气管炎
远志,治疗,腹泻
远志,治疗,膀胱炎
远志,治疗,痈疽疮肿
戟叶鹅绒藤,治疗,痈肿
檀梨,治疗,烧伤
檀梨,治疗,烫伤
桑寄生,治疗,风湿痹痛
桑寄生,治疗,腰痛
桑寄生,治疗,胎动
桑寄生,治疗,胎漏
鲫鱼藤,治疗,瘰疬
丛林素馨,治疗,疥疮
家独行菜,治疗,肠胃病
老鸦烟筒花,治疗,皮炎
假马鞭,治疗,尿路结石
假马鞭,治疗,尿路感染
假马鞭,治疗,风湿筋骨痛
假马鞭,治疗,喉炎
假马鞭,治疗,急性结膜炎
假马鞭,治疗,痈疖肿痛
假马鞭,治疗,牛猪疮疖肿毒
假马鞭,治疗,喘咳下痢
假地豆,治疗,跌打损伤
假地蓝,治疗,目弦耳鸣
假地蓝,治疗,遗精
假地蓝,治疗,慢性肾炎
假地蓝,治疗,膀胱炎
假地蓝,治疗,慢性支气管炎
马兰藤,治疗,风湿腰痛
新木姜子,治疗,气痛
新木姜子,治疗,水肿
新木姜子,治疗,胃脘胀痛
浙江新木姜子,治疗,胃脘胀痛
假桂乌口树,治疗,跌打扭伤
假桂乌口树,治疗,风湿痛
假桂乌口树,治疗,蜂窝组织炎
假桂乌口树,治疗,脓肿
假桂乌口树,治疗,胃肠绞痛
少羽凤尾蕨,治疗,痢疾
龙珠果,治疗,牛肺部疾病
野青树,治疗,喉炎
四棱草,治疗,妇女闭经
水团花,治疗,家畜瘢痧热症
长穗花,治疗,子宫脱垂
长穗花,治疗,脱肛
海南马兜铃,治疗,眼病
溪畔落新妇,治疗,跌打损伤
溪畔落新妇,治疗,风湿痛
溪畔落新妇,治疗,慢性胃炎
千年健,治疗,跌打损伤
千年健,治疗,骨折
千年健,治疗,外伤出血
千年健,治疗,四枝麻木
千年健,治疗,筋脉拘挛
千年健,治疗,风湿腰腿痛
千年健,治疗,类风湿关节炎
千年健,治疗,胃痛
千年健,治疗,肠胃炎
千年健,治疗,痧症
穗序鹅掌柴,治疗,跌打损伤
五爪金龙,治疗,痈疮
黄杞,治疗,农作物病虫害
叶底红,治疗,月经不调
叶底红,治疗,小儿疳积
叶底红,治疗,烫火伤
叶底红,治疗,煎水
尖萼耧斗菜,治疗,妇女病
尖尾枫,治疗,外伤出血
尖尾枫,治疗,咯血
尖尾枫,治疗,吐血
尖尾枫,治疗,产后风痛
尖尾枫,治疗,四肢瘫痪
尖尾枫,治疗,风湿痹痛
小驳骨,治疗,风邪
尖叶唐松草,治疗,全身黄肿
尖叶唐松草,治疗,眼睛发黄
尖子木,治疗,痢疾
尖子木,治疗,腹泻
尖子木,治疗,疮疖
剪春罗,治疗,感冒
剪春罗,治疗,风湿关节炎
剪春罗,治疗,腹泻
剪春罗,治疗,带状疱疹
铁筷子,治疗,膀胱炎
铁筷子,治疗,尿道炎
铁筷子,治疗,疮疖肿毒
铁筷子,治疗,跌打损伤
箭秆风,治疗,风湿痹痛
箭根薯,治疗,刀伤
箭根薯,治疗,十二指肠溃疡
箭根薯,治疗,肝炎
箭根薯,治疗,高血压
箭根薯,治疗,胃痛
箭根薯,治疗,烧烫伤
箭根薯,治疗,疮疡
短梗箭头唐松草,治疗,黄疸
短梗箭头唐松草,治疗,泻痢
短梗箭头唐松草,治疗,肝炎
短梗箭头唐松草,治疗,肝肿大
箭叶秋葵,治疗,胃痛
箭叶秋葵,治疗,神经衰弱
箭叶秋葵,治疗,跌打扭伤
江南牡丹草,治疗,跌打损伤
姜,治疗,心腹冷痛
姜,治疗,吐泻
姜,治疗,风寒湿痹
郁金,治疗,胸腹胀痛
郁金,治疗,月经不调
郁金,治疗,闭经
郁金,治疗,跌打损伤
温郁金,治疗,子宫颈癌
温郁金,治疗,子宫颈糜烂
姜黄,治疗,胸腹胀痛
姜黄,治疗,月经不调
姜黄,治疗,闭经
姜黄,治疗,跌打损伤
土田七,治疗,跌打损伤
土田七,治疗,风湿骨痛
浆果醉鱼草,治疗,哮喘
浆果醉鱼草,治疗,咳嗽
浆果醉鱼草,治疗,支气管炎
滇菜豆树,治疗,头痛
滇菜豆树,治疗,胃痛
滇菜豆树,治疗,毒蛇咬伤
滇菜豆树,治疗,骨折
藤黄檀,治疗,风湿痛
降香,治疗,刀伤出血
射干,治疗,扁桃腺炎
射干,治疗,腰痛
毛黄肉楠,治疗,疮疖
毛黄肉楠,治疗,跌打
角花胡颓子,治疗,肠炎
角花胡颓子,治疗,腹泻
角花胡颓子,治疗,痢疾
角花胡颓子,治疗,跌打
角花胡颓子,治疗,瘀积
角花胡颓子,治疗,肺病
角花胡颓子,治疗,支气管哮喘
角花胡颓子,治疗,感冒咳嗽
角茴香,治疗,咽喉炎
角茴香,治疗,气管炎
角茴香,治疗,目赤肿痛
角茴香,治疗,伤风感冒
铰剪藤,治疗,产后虚弱
铰剪藤,治疗,催奶
莲座紫金牛,治疗,痨伤咳嗽
莲座紫金牛,治疗,风湿
莲座紫金牛,治疗,跌打
莲座紫金牛,治疗,疮疥
莲座紫金牛,治疗,毛虫刺伤
芋,治疗,乳腺炎
芋,治疗,口疮
芋,治疗,痈肿疗疮
芋,治疗,颈淋巴结核
芋,治疗,烧烫伤
芋,治疗,外伤出血
接骨草,治疗,跌打损伤
草珊瑚,治疗,流行性感冒
草珊瑚,治疗,流行性乙型脑炎
草珊瑚,治疗,肺炎
草珊瑚,治疗,阑尾炎
草珊瑚,治疗,盆腔炎
草珊瑚,治疗,跌打损伤
草珊瑚,治疗,风湿关节痛
草珊瑚,治疗,闭经
草珊瑚,治疗,创口感染
草珊瑚,治疗,菌痢
草珊瑚,治疗,胰腺癌
草珊瑚,治疗,胃癌
草珊瑚,治疗,直肠癌
草珊瑚,治疗,肝癌
草珊瑚,治疗,食管癌
髯毛远志,治疗,腰痛
思茅豆腐柴,治疗,外伤出血
思茅豆腐柴,治疗,跌打
思茅豆腐柴,治疗,骨折
思茅豆腐柴,治疗,风湿骨痛
结香,治疗,跌打损伤
结香,治疗,风湿痛
结香,治疗,跌打
吕宋果,治疗,中风
吕宋果,治疗,腹痛泻痢
吕宋果,治疗,小儿蛔虫
吕宋果,治疗,蛇虫咬伤
刺芋,治疗,淋巴结核
刺芋,治疗,淋巴腺炎
刺芋,治疗,胃炎
刺芋,治疗,消化不良
刺芋,治疗,毒蛇咬伤
刺芋,治疗,跌打损伤
刺芋,治疗,风湿关节炎
刺芋,治疗,牛马劳伤
绿萼凤仙花,治疗,疥疮
滇水金凤,治疗,风湿筋骨疼痛
滇水金凤,治疗,跌打瘀肿
滇水金凤,治疗,毒蛇咬伤
滇水金凤,治疗,阴囊湿疹
滇水金凤,治疗,疥癞疮癣
旋覆花,治疗,刀伤
旋覆花,治疗,疔毒
旋覆花,治疗,胸中丕闷
旋覆花,治疗,胃部膨胀
旋覆花,治疗,暖气
旋覆花,治疗,咳嗽
旋覆花,治疗,呕逆
旋覆花,治疗,水肿
吴兴铁线莲,治疗,颅内肿瘤
金莲花,治疗,慢性扁桃体炎
马蹄金,治疗,急慢性肝炎
马蹄金,治疗,痈疔疗毒
金雀马尾参,治疗,癞疮
金鱼藻,治疗,内伤吐血
筋藤,治疗,抽筋
锦香草,治疗,耳朵出脓
锦香草,治疗,中耳炎
临时救,治疗,跌损
卷丝苣苔,治疗,热性腹泻
蕨叶人字果,治疗,红肿疮毒
小果博落回,治疗,一切恶疮
披针新月蕨,治疗,崩症
红毒茴,治疗,风症
枇杷叶紫珠,治疗,肉风湿症
毗黎勒,治疗,风虚热气
偏花马兜铃,治疗,胃病气胀
韩信草,治疗,跌打伤
川滇柴胡,治疗,疮毒疖子
苹,治疗,疮痈
蒲公英属,治疗,毒疮肿
普通鹿蹄草,治疗,止咳
糙独活,治疗,妇人漏白带
糙独活,治疗,经周身寒湿疼痛
草果,治疗,痰积聚
草果,治疗,截疟疾
线纹香茶菜,治疗,乌中毒
西南叶下珠,治疗,尿道结石
长序山芝麻,治疗,发热症
鹿蹄草,治疗,止咳
齿叶景天,治疗,骨折扭伤
齿叶景天,治疗,青肿疼痛
赤豆,治疗,各种肿毒
梓,治疗,肾脏病
梓,治疗,肾气膀胱炎
川西小黄菊,治疗,湿热
展毛银莲花,治疗,牲畜疥癣
刺瓜,治疗,血尿闭经
刺葡萄,治疗,筋骨伤痛
粗毛淫羊藿,治疗,虚劳久咳
石香薷,治疗,皮肤湿疹搔痒
续随子,治疗,癣疮类
黔北淫羊藿,治疗,腰酸腿痛
黔北淫羊藿,治疗,目眩耳鸣
当归,治疗,经闭腹痛
当归,治疗,瘕结聚
当归,治疗,血虚头痛
当归,治疗,痿痹
当归,治疗,肠燥便难
青灰叶下珠,治疗,小儿疳积病
楸,治疗,恶疮疽瘘
楸,治疗,痈肿疳痔
楸,治疗,上气咳嗽
泰国大风子,治疗,麻风病
泉七,治疗,血栓性脉管炎
蘘荷,治疗,腹痛气滞
蘘荷,治疗,痈疽肿毒
蘘荷,治疗,大叶性肺炎
蘘荷,治疗,指头炎
蘘荷,治疗,荨麻症
人心果,治疗,热症
肉荚云实,治疗,瘰癧
五叶铁线莲,治疗,虚寒胃痛
五叶铁线莲,治疗,干血痨
扬子毛茛,治疗,腹水浮肿
萝卜,治疗,初痢
蓝花丹,治疗,瘊子
蓝堇草,治疗,心血管疾病
乌苏里鼠李,治疗,稻瘟病
老鸦糊,治疗,裤带疮
圆果算盘子,治疗,溃烂
短尾铁线莲,治疗,心烦尿赤
短尾铁线莲,治疗,腹中胀满
短尾铁线莲,治疗,大便秘结
蒌蒿,治疗,无黄胆型肝炎
龙眼独活,治疗,小儿痘症
石蒜,治疗,小儿麻痹症
鹿角藤,治疗,妇女黄疸
卵叶白绒草,治疗,癔病
裸花水竹叶,治疗,疮疖红肿
裸茎金腰,治疗,急性肝坏
野菰,治疗,瘘
走马胎,治疗,痈疖溃烂
野香橼花,治疗,老痔疮
毛茛科,治疗,病虫害
毛叶腹水草,治疗,血吸虫病
铁钓竿,治疗,血吸虫病
玫瑰,治疗,胸腹胀满
美人蕉,治疗,黄疸肝炎
绵三七,治疗,胃腹疼痛
明党参,治疗,痰火咳嗽喘逆
榅桲,治疗,水泻
榅桲,治疗,肠虚
榅桲,治疗,烦热
大白杜鹃,治疗,牛跌伤后腹泻
大花威灵仙,治疗,大小便闭结
大麻,治疗,恶风
大麻,治疗,麻蕡
大纽子花,治疗,血吸虫病
大尾摇,治疗,口腔糜烂
大叶匙羹藤,治疗,小儿麻痹症
大叶唐松草,治疗,目红肿痛
大叶碎米荠,治疗,败血病
代儿茶,治疗,蝎咬伤
代儿茶,治疗,梅毒
代儿茶,治疗,麻疯
单花荠,治疗,肺咯血
单叶铁线莲,治疗,小儿高热惊风
单叶铁线莲,治疗,急慢性支气管炎
单叶铁线莲,治疗,热毒疗疮
弹裂碎米荠,治疗,妇女经血不调
当归藤,治疗,不孕
土牛膝,治疗,流行性腮腺炎
土牛膝,治疗,泌尿系结石
野百合,治疗,风湿麻痹
线叶山土瓜,治疗,虚热
线叶山土瓜,治疗,盗汗
地锦苗,治疗,瘀血
钝叶黑面神,治疗,妇科疾病
钝叶黑面神,治疗,湿疹皮炎
钝叶黑面神,治疗,皮肤疮毒
微柱麻,治疗,胃腹疼痛
滇南草乌,治疗,中风瘫痪
滇南冠唇花,治疗,喘咳气
滇紫草属,治疗,麻疹痘毒
吊灯花,治疗,癞癣
丁癸草,治疗,疔疾
钉头果,治疗,小儿肠胃病
钉头果,治疗,肺痨
东风菜,治疗,蛇毒
杜鹃,治疗,内伤咳嗽
杜鹃,治疗,肾虚耳聋
盾叶莓,治疗,腰腿酸疼
钝叶黄芩,治疗,口苦
多叶勾儿茶,治疗,淋巴腺结核
红茎黄芩,治疗,目热
海金沙,治疗,伤寒热
海桐花属,治疗,镇痛
海桐花属,治疗,消炎
诃子,治疗,慢性咽喉炎
诃子,治疗,咽喉干燥
紫花合掌消,治疗,四肢风湿
紫花合掌消,治疗,蛇头疮
红敷地发,治疗,各种疮疥
野芋,治疗,大腿深部脓肿
鸡蛋花,治疗,湿热下痢
厚壳树,治疗,肿痛
厚壳树,治疗,痛疮红肿
厚藤,治疗,疮疖肿痛
华山姜,治疗,胃寒冷痛
华山姜,治疗,噎膈呕吐
滑叶藤,治疗,气滞腹胀
滑叶藤,治疗,乳痈红肿
画眉草,治疗,铁打损伤
槐叶苹,治疗,虚劳发热
会东藤,治疗,心口痛
霍州油菜,治疗,眼赤肿痛
台湾枇杷,治疗,愈热病
太白美花草,治疗,小儿肺炎
异色黄芩,治疗,痈毒疔疮
尾囊草,治疗,挫伤青肿
五月茶,治疗,小儿头疮
三叶崖爬藤,治疗,小儿高烧
三枝九叶草,治疗,关节风湿痛
沙棘属,治疗,职业性中毒疾病
山芹,治疗,风湿痺痛
山芹,治疗,痈疮肿痛
石龙芮,治疗,蛇毒
石龙芮,治疗,风寒湿痺
柊叶,治疗,音哑
柊叶,治疗,口腔溃疡
朱唇,治疗,腹痛不适
珠仔树,治疗,眼热症
禺毛茛,治疗,目疾
艳山姜,治疗,呕吐腹泻
羊红膻,治疗,克山病
腰骨藤,治疗,腰骨风湿痛
